citation_id,source_paper,citation_raw,doi,crossref_title,crossref_authors,crossref_year,crossref_venue,ground_truth_label,ground_truth_mapping_status,annotator,notes
2303.17580_007,2303.17580,"[7] Sang Michael Xie, Aditi Raghunathan, Percy Liang, and Tengyu Ma. An Explanation of In-context Learning as Implicit Bayesian Inference. ICLR 2022 Poster, 2022.",10.2305/iucn.uk.2004.rlts.t58941a11859824.en,"Rhacophorus chenfui: Xie Feng, Liang Gang",,2022,IUCN Red List of Threatened Species,,,,
2303.17580_008,2303.17580,"[8] Sewon Min, Xinxi Lyu, Ari Holtzman, Mikel Artetxe, Mike Lewis, Hannaneh Hajishirzi, and Luke Zettlemoyer. Rethinking the Role of Demonstrations: What Makes In-Context Learning Work? In Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing (EMNLP). Association for Computational Linguistics, 2022.",10.1002/anie.202309940,Beñat Artetxe,,2022,Angewandte Chemie International Edition,,,,
2303.17580_009,2303.17580,"[9] Jason Wei, Maarten Bosma, Vincent Zhao, Kelvin Guu, Adams Wei Yu, Brian Lester, Nan Du, Andrew M. Dai, and Quoc V Le. Finetuned language models are zero-shot learners. In International Conference on Learning Representations, 2022.",10.7202/1007169ar,Wei Zhao,James Partaik,2022,Protée,,,,
2303.17580_010,2303.17580,"[10] Yizhong Wang, Swaroop Mishra, Pegah Alipoormolabashi, Yeganeh Kordi, Amirreza Mirzaei, Atharva Naik, Arjun Ashok, Arut Selvan Dhanasekaran, Anjana Arunkumar, David Stap, Eshaan 11 Pathak, Giannis Karamanolakis, Haizhi Gary Lai, Ishan Virendrabhai Purohit, Ishani Mondal, Jacob William Anderson, Kirby C. Kuznia, Krima Doshi, Kuntal Kumar Pal, Maitreya Patel, Mehrad Moradshahi, Mihir Parmar, Mirali Purohit, Neeraj Varshney, Phani Rohitha Kaza, Pulkit Verma, Ravsehaj Singh Puri, rushang karia, ",10.1287/bda2f731-f009-4874-a147-b2fbc43c3d72,Swaroop Johnson,Swaroop Johnson,2022,Authors group,,,,
2303.17580_011,2303.17580,"[11] S. Iyer, Xiaojuan Lin, Ramakanth Pasunuru, Todor Mihaylov, Daniel Simig, Ping Yu, Kurt Shuster, Tianlu Wang, Qing Liu, Punit Singh Koura, Xian Li, Brian O’Horo, Gabriel Pereyra, Jeff Wang, Christopher Dewan, Asli Celikyilmaz, Luke Zettlemoyer, and Veselin Stoyanov. Opt- IML: Scaling Language Model Instruction Meta Learning through the Lens of Generalization. ArXiv, abs/2212.12017, 2022.",10.1503/cmaj.210167,Todor,Seema Marwaha,2022,Canadian Medical Association Journal,,,,
2303.17580_012,2303.17580,"[12] Hyung Won Chung, Le Hou, Shayne Longpre, Barret Zoph, Yi Tay, William Fedus, Eric Li, Xuezhi Wang, Mostafa Dehghani, Siddhartha Brahma, Albert Webson, Shixiang Shane Gu, Zhuyun Dai, Mirac Suzgun, Xinyun Chen, Aakanksha Chowdhery, Sharan Narang, Gaurav Mishra, Adams Yu, Vincent Y. Zhao, Yanping Huang, Andrew M. Dai, Hongkun Yu, Slav Petrov, Ed H. Chi, Jeff Dean, Jacob Devlin, Adam Roberts, Denny Zhou, Quoc V. Le, and Jason Wei. Scaling instruction-finetuned language models. CoRR, abs/2210.11",10.1163/1570-6664_iyb_sim_person_52711,"Chung Hong-won,",,2022,International Year Book and Statesmen's Who's Who,,,,
2303.17580_013,2303.17580,"[13] Yizhong Wang, Yeganeh Kordi, Swaroop Mishra, Alisa Liu, Noah A. Smith, Daniel Khashabi, and Hannaneh Hajishirzi. Self-instruct: Aligning language model with self generated instruc- tions, 2022.",10.1007/s11229-006-9095-z,"Comment on Wang, Liu, and Wang (2003)",G. G. Davelaar; L. Abelmann,2022,Synthese,,,,
2303.17580_014,2303.17580,"[14] Shayne Longpre, Le Hou, Tu Vu, Albert Webson, Hyung Won Chung, Yi Tay, Denny Zhou, Quoc V. Le, Barret Zoph, Jason Wei, and Adam Roberts. The flan collection: Designing data and methods for effective instruction tuning. CoRR, abs/2301.13688, 2023.",10.3917/mediu.055.0019,M’as-tu vu ?,Philippe Guibert,2023,Médium,,,,
2303.17580_015,2303.17580,"[15] Jason Wei, Xuezhi Wang, Dale Schuurmans, Maarten Bosma, brian ichter, Fei Xia, Ed Chi, Quoc V Le, and Denny Zhou. Chain of Thought Prompting Elicits Reasoning in Large Language Models. In Conference on Neural Information Processing Systems (NeurIPS), 2022.",10.1093/gao/9781884446054.article.t090636,Wang Wei,Peter C. Sturman; Yun-chen Lu,2022,Oxford Art Online,,,,
2303.17580_016,2303.17580,"[16] Takeshi Kojima, Shixiang (Shane) Gu, Machel Reid, Yutaka Matsuo, and Yusuke Iwasawa. Large Language Models are Zero-Shot Reasoners. In Conference on Neural Information Processing Systems (NeurIPS), 2022.",10.24894/sprengglossarium_m00079,Machel,,2022,"Johann Jakob Spreng, Allgemeines deutsches Glossarium. Historisch-etymologisches Wörterbuch der deutschen Sprache online",,,,
2303.17580_017,2303.17580,"[17] Luyu Gao, Aman Madaan, Shuyan Zhou, Uri Alon, Pengfei Liu, Yiming Yang, Jamie Callan, and Graham Neubig. Pal: Program-aided Language Models. ArXiv, abs/2211.10435, 2022.",10.59350/py6q2-67305,Sunday at the Lab with Uri Alon,Duncan Hull,2022,,,,,
2303.17580_018,2303.17580,"[18] Xuezhi Wang, Jason Wei, Dale Schuurmans, Quoc V Le, Ed H. Chi, Sharan Narang, Aakanksha Chowdhery, and Denny Zhou. Self-Consistency Improves Chain of Thought Reasoning in Language Models. ICLR 2023 poster, abs/2203.11171, 2023.",10.1093/gao/9781884446054.article.t090636,Wang Wei,Peter C. Sturman; Yun-chen Lu,2023,Oxford Art Online,,,,
2303.17580_019,2303.17580,"[19] Jason Wei, Yi Tay, Rishi Bommasani, Colin Raffel, Barret Zoph, Sebastian Borgeaud, Dani Yogatama, Maarten Bosma, Denny Zhou, Donald Metzler, Ed H. Chi, Tatsunori Hashimoto, Oriol Vinyals, Percy Liang, Jeff Dean, and William Fedus. Emergent abilities of large language models. CoRR, abs/2206.07682, 2022.",10.1002/cjas.45,Jason Wei: finance division editor,,2022,Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l'Administration,,,,
2303.17580_020,2303.17580,"[20] OpenAI. Gpt-4 technical report, 2023.",10.30970/eli.23.5,NAMED ENTITY RECOGNITION USING OPENAI GPT SERIES MODELS,B. Pavlyshenko; I. Drozdov,2023,Electronics and Information Technologies,,,,
2303.17580_021,2303.17580,"[21] Jean-Baptiste Alayrac, Jeff Donahue, Pauline Luc, Antoine Miech, Iain Barr, Yana Hasson, Karel Lenc, Arthur Mensch, Katie Millican, Malcolm Reynolds, Roman Ring, Eliza Ruther- ford, Serkan Cabi, Tengda Han, Zhitao Gong, Sina Samangooei, Marianne Monteiro, Jacob Menick, Sebastian Borgeaud, Andrew Brock, Aida Nematzadeh, Sahand Sharifzadeh, Miko- laj Binkowski, Ricardo Barreira, Oriol Vinyals, Andrew Zisserman, and Karen Simonyan. Flamingo: a visual language model for few-shot learning, 2022.",10.1093/benz/9780199773787.article.b00005690,"Antoine, Jean-Baptiste",,2022,Benezit Dictionary of Artists,,,,
2303.17580_022,2303.17580,"[22] Junnan Li, Dongxu Li, S. Savarese, and Steven Hoi. Blip-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models. ArXiv, abs/2301.12597, 2023. 12",10.1007/978-3-030-30018-0_3137,Li Ji [Li Chi],Alice Yu Cheng,2023,Encyclopedia of Global Archaeology,,,,
2303.17580_023,2303.17580,"[23] Shaohan Huang, Li Dong, Wenhui Wang, Y. Hao, Saksham Singhal, Shuming Ma, Tengchao Lv, Lei Cui, O. Mohammed, Qiang Liu, Kriti Aggarwal, Zewen Chi, Johan Bjorck, Vishrav Chaudhary, Subhojit Som, Xia Song, and Furu Wei. Language Is Not All You Need: Aligning Perception with Language Models. ArXiv, abs/2302.14045, 2023.",10.1109/mits.2025.3526344,Wenhui Huang [Its Students],Ziran Wang,2023,IEEE Intelligent Transportation Systems Magazine,,,,
2303.17580_024,2303.17580,"[24] Timo Schick, Jane Dwivedi-Yu, Roberto Dessì, Roberta Raileanu, M. Lomeli, Luke Zettlemoyer, Nicola Cancedda, and Thomas Scialom. Toolformer: Language Models Can Teach Themselves to Use Tools. ArXiv, abs/2302.04761, 2023.",,,,2023,,,,,
2303.17580_025,2303.17580,"[25] Dídac Surís, Sachit Menon, and Carl Vondrick. Vipergpt: Visual inference via python execution for reasoning, 2023.",,,,2023,,,,,
2303.17580_026,2303.17580,"[26] Chenfei Wu, Sheng-Kai Yin, Weizhen Qi, Xiaodong Wang, Zecheng Tang, and Nan Duan. Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation Models. arXiv, 2023.",10.1073/pnas.0509187103,Profile of Xiaodong Wang,Nick Zagorski,2023,Proceedings of the National Academy of Sciences,,,,
2303.17580_027,2303.17580,"[27] Yaobo Liang, Chenfei Wu, Ting Song, Wenshan Wu, Yan Xia, Yu Liu, Yang Ou, Shuai Lu, Lei Ji, Shaoguang Mao, Yun Wang, Linjun Shou, Ming Gong, and Nan Duan. Taskmatrix.ai: Completing tasks by connecting foundation models with millions of apis, 2023.",10.1007/978-3-030-58292-0_191011,Ssu Mu Wu fang-ting,,2023,Encyclopedic Dictionary of Archaeology,,,,
2303.17580_028,2303.17580,"[28] Yujia Qin, Shengding Hu, Yankai Lin, Weize Chen, Ning Ding, Ganqu Cui, Zheni Zeng, Yufei Huang, Chaojun Xiao, Chi Han, Yi Ren Fung, Yusheng Su, Huadong Wang, Cheng Qian, Runchu Tian, Kunlun Zhu, Shihao Liang, Xingyu Shen, Bokai Xu, Zhen Zhang, Yining Ye, Bowen Li, Ziwei Tang, Jing Yi, Yuzhang Zhu, Zhenning Dai, Lan Yan, Xin Cong, Yaxi Lu, Weilin Zhao, Yuxiang Huang, Junxi Yan, Xu Han, Xian Sun, Dahai Li, Jason Phang, Cheng Yang, Tongshuang Wu, Heng Ji, Zhiyuan Liu, and Maosong Sun. Tool lea",10.1093/benz/9780199773787.article.b00036756,Chen Lin,,2023,Benezit Dictionary of Artists,,,,
2303.17580_029,2303.17580,"[29] Junnan Li, Dongxu Li, Caiming Xiong, and Steven C. H. Hoi. Blip: Bootstrapping Language- Image Pre-training for Unified Vision-Language Understanding and Generation. In International Conference on Machine Learning (ICML), pages 12888–12900, 2022.",10.1515/9780824840334-011,Li Xiong,,2022,Great Perfection,,,,
2303.17580_030,2303.17580,"[30] Lvmin Zhang and Maneesh Agrawala. Adding Conditional Control to Text-to-Image Diffusion Models. ArXiv, abs/2302.05543, 2023.",10.1038/scientificamerican072026-48mdkv0mdbfyahqawnhstn,Lvmin Zhang,Brianne Kane,2023,Scientific American,,,,
2303.17580_031,2303.17580,"[31] Tanmay Gupta and Aniruddha Kembhavi. Visual Programming: Compositional visual reasoning without training. arXiv, abs/2211.11559, 2022.",10.1145/3660829.3660841,In-Line Compositional Visual Programming,Michael Homer,2022,"Companion Proceedings of the 8th International Conference on the Art, Science, and Engineering of Programming",,,,
2303.17580_032,2303.17580,"[32] Alexey Dosovitskiy, Lucas Beyer, Alexander Kolesnikov, Dirk Weissenborn, Xiaohua Zhai, Thomas Unterthiner, Mostafa Dehghani, Matthias Minderer, Georg Heigold, Sylvain Gelly, Jakob Uszkoreit, and Neil Houlsby. An image is worth 16x16 words: Transformers for image recognition at scale, 2021.",10.1163/187501742x00032,Dirk van der Burg of Jan de Beyer ?,Chr P. Van Eeghen,2021,Oud Holland - Quarterly for Dutch Art History,,,,
2303.17580_033,2303.17580,"[33] Ankur Kumar. The illustrated image captioning using transformers. ankur3107.github.io, 2022.",10.2139/ssrn.5771762,Image Captioning using Vision Transformers,Prachi Singh; Rajeel Ahmad Ansari,2022,SSRN Electronic Journal,,,,
2303.17580_034,2303.17580,"[34] Nicolas Carion, Francisco Massa, Gabriel Synnaeve, Nicolas Usunier, Alexander Kirillov, and Sergey Zagoruyko. End-to-end object detection with transformers, 2020.",10.1093/gao/9781884446054.article.t024112,"Dupuis, Nicolas-Gabriel",Véronique Meyer,2020,Oxford Art Online,,,,
2303.17580_035,2303.17580,"[35] A. Marzal and E. Vidal. Computation of normalized edit distance and applications. IEEE Transactions on Pattern Analysis and Machine Intelligence, 15(9):926–932, 1993.",10.24894/sprengglossarium_m03061,Marzal,,1993,"Johann Jakob Spreng, Allgemeines deutsches Glossarium. Historisch-etymologisches Wörterbuch der deutschen Sprache online",,,,
2303.17580_036,2303.17580,"[36] Wei-Lin Chiang, Zhuohan Li, Zi Lin, Ying Sheng, Zhanghao Wu, Hao Zhang, Lianmin Zheng, Siyuan Zhuang, Yonghao Zhuang, Joseph E. Gonzalez, Ion Stoica, and Eric P. Xing. Vicuna: An open-source chatbot impressing gpt-4 with 90%* chatgpt quality, March 2023.",10.1080/00036810600839310,Professor Wei Lin,,2023,Applicable Analysis,,,,
2303.17580_037,2303.17580,"[37] Rohan Taori, Ishaan Gulrajani, Tianyi Zhang, Yann Dubois, Xuechen Li, Carlos Guestrin, Percy Liang, and Tatsunori B. Hashimoto. Stanford alpaca: An instruction-following llama model. https://github.com/tatsu-lab/stanford_alpaca, 2023. 13 A Appendix A.1 More details In this section, we will present more details about some designs of each stage in HuggingGPT. A.1.1 Template for Task Planning To format the parsed task, we define the template [{""task"": task, ""id"", task_id, ""dep"": depen- dency_t",10.4324/9780429290169-3,Task 1: Task Achievement,Sin Wang Chong; Xuejun Ye,2023,Developing Writing Skills for IELTS,,,,
